"PO number prefix","PO number","PO number suffix","Vendor","Organization type","Order type","Acquisitions units","Approval date","Assigned to","Bill to","Ship to","Manual","Re-encumber","Created by","Created on","Note","Workflow status","Approved","Renewal interval","Subscription","Manual renewal","Ongoing notes","Review period","Renewal date","Review date","PO tags","POLine number","Title","Instance UUID","Subscription from","Subscription to","Subscription interval","Receiving note","Publisher","Edition","Linked package","Contributor, Contributor type","Product ID, Qualifier, Product ID type","Internal note","Acquisition method","Order format","Created on (PO Line)","Receipt date","Receipt status","Payment status","Source","Donor","Selector","Requester","Cancellation restriction","Cancellation description","Rush","Collection","Line description","Vendor reference number, reference type","Instructions to vendor","Account number","Physical unit price","Quantity physical","Electronic unit price","Quantity electronic","Discount","Estimated price","Currency","Fund code, Expense class, Value, Amount","Location, Quantity P, Quantity E","Material supplier","Receipt due","Expected receipt date","Volumes","Create inventory","Material type","Access provider","Activation status","Activation due","Create inventory E","Material type E","Trial","Expected activation","User limit","URL","POLine tags","Renewal note"
,"10176",,"autotest_code_557.5770438057539519","","Ongoing","","11/9/2023, 9:05 AM",,,,false,true,"folio-aqa","11/9/2023, 9:05 AM","","Open",false,,false,false,,,,,,"10176-1","1-bit symphony [realia] / Tristan Perich.","fdb4fb24-8ca0-4242-9536-ba54e514b7ab",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""596.1637881450536519""""""""40""""40""","""autotest_location_code_300.4407964267563156""""1""""0""","autotest_code_557.5770438057539519",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10163",,"autotest_code_654.3111926530888663","","One-Time","","11/9/2023, 8:47 AM",,,,false,false,"folio-aqa","11/9/2023, 8:46 AM","","Open",true,,,,,,,,,"10163-1","1-bit symphony [realia] / Tristan Perich.","a5b22620-5045-49d3-87de-6d7e3e1d17ee",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Purchase","Physical Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","128.71020547289794790",10,3,,,"""""""percentage""",30,"USD","","""autotest_location_code_351.129864407804556""""3""""0""","autotest_code_654.3111926530888663",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10153",,"autotest_code_205.95530190854646989","","One-Time","","11/9/2023, 8:09 AM",,,,false,true,"folio-aqa","11/9/2023, 8:08 AM","","Open",false,,,,,,,,,"10153-1","1-bit symphony [realia] / Tristan Perich.","a5b22620-5045-49d3-87de-6d7e3e1d17ee",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",200,1,,,"""""""percentage""",200,"USD","""817.9245469642557104""""""""200""""200""","""autotest_location_code_471.93000810871763597""""1""""0""","autotest_code_205.95530190854646989",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10152",,"autotest_code_732.1001176901113680","","Ongoing","","11/9/2023, 8:09 AM",,,,false,true,"folio-aqa","11/9/2023, 8:08 AM","","Open",true,,false,false,,,,,,"10152-1","1-bit symphony [realia] / Tristan Perich.","bcff9eed-50e8-47a1-bf96-de7ce85a6005",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",150,1,,,"""""""percentage""",150,"USD","""139.05391453209012680""""""""150""""150""","""autotest_location_code_356.3856338016783586""""1""""0""","autotest_code_732.1001176901113680",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10151",,"autotest_code_282.274166185514762","","One-Time","","11/9/2023, 8:08 AM",,,,false,true,"folio-aqa","11/9/2023, 8:08 AM","","Open",false,,,,,,,,,"10151-1","1-bit symphony [realia] / Tristan Perich.","925ac929-d49a-4d6f-ac78-7ffc2da93c13",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""680.1772865547442762""""""""10""""10""","""autotest_location_code_253.1948320768944191""""1""""0""","autotest_code_282.274166185514762",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10150",,"autotest_code_205.95530190854646989","","Ongoing","","11/9/2023, 8:08 AM",,,,false,true,"folio-aqa","11/9/2023, 8:07 AM","","Open",false,,false,false,,,,,,"10150-1","1-bit symphony [realia] / Tristan Perich.","47ea4d78-bf55-4a8f-827a-a9c5100dda5f",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""631.6593675640494989""""""""100""""100""","""autotest_location_code_471.93000810871763597""""1""""0""","autotest_code_205.95530190854646989",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10149",,"autotest_code_282.274166185514762","","Ongoing","","11/9/2023, 8:07 AM",,,,false,true,"folio-aqa","11/9/2023, 8:07 AM","","Open",false,,false,false,,,,,,"10149-1","1-bit symphony [realia] / Tristan Perich.","51d69f32-6663-4cc8-9f2d-7fa58398eff7",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""680.1772865547442762""""""""40""""40""","""autotest_location_code_253.1948320768944191""""1""""0""","autotest_code_282.274166185514762",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10148",,"autotest_code_565.6422843638961632","","Ongoing","","11/9/2023, 8:07 AM",,,,false,true,"folio-aqa","11/9/2023, 8:06 AM","","Open",true,,false,false,,,,,,"10148-1","1-bit symphony [realia] / Tristan Perich.","65f677d1-1941-47f7-852f-2de282d4f947",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""413.4835848490547632""""""""10""""10""","""autotest_location_code_949.8853486426867590""""1""""0""","autotest_code_565.6422843638961632",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10147",,"autotest_code_877.5112455500398823","","One-Time","","11/9/2023, 8:06 AM",,,,false,true,"folio-aqa","11/9/2023, 8:06 AM","","Open",false,,,,,,,,,"10147-1","1-bit symphony [realia] / Tristan Perich.","d3e012e4-b99a-49ee-b3b2-ca054dcde6b7",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""166.09323792411533823""""""""10""""10""","""autotest_location_code_980.197481634791290""""1""""0""","autotest_code_877.5112455500398823",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10146",,"autotest_code_877.5112455500398823","","Ongoing","","11/9/2023, 8:06 AM",,,,false,true,"folio-aqa","11/9/2023, 8:05 AM","","Open",false,,false,false,,,,,,"10146-1","1-bit symphony [realia] / Tristan Perich.","fc7549b8-5309-4605-9d56-cd6033e90c90",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""166.09323792411533823""""""""40""""40""","""autotest_location_code_980.197481634791290""""1""""0""","autotest_code_877.5112455500398823",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10145",,"autotest_code_565.6422843638961632","","One-Time","","11/9/2023, 8:06 AM",,,,false,true,"folio-aqa","11/9/2023, 8:05 AM","","Open",true,,,,,,,,,"10145-1","1-bit symphony [realia] / Tristan Perich.","bcff9eed-50e8-47a1-bf96-de7ce85a6005",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""413.4835848490547632""""""""40""""40""","""autotest_location_code_949.8853486426867590""""1""""0""","autotest_code_565.6422843638961632",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10144",,"autotest_code_973.2417944316995887","","Ongoing","","11/9/2023, 8:05 AM",,,,false,true,"folio-aqa","11/9/2023, 8:04 AM","","Open",false,,false,false,,,,,,"10144-1","1-bit symphony [realia] / Tristan Perich.","47ea4d78-bf55-4a8f-827a-a9c5100dda5f",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""506.77858614299134887""""""""100""""100""","""autotest_location_code_157.1293521155381404""""1""""0""","autotest_code_973.2417944316995887",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10142",,"autotest_code_101.00096193557475488","","Ongoing","","11/9/2023, 8:04 AM",,,,false,true,"folio-aqa","11/9/2023, 8:03 AM","","Open",false,,false,false,,,,,,"10142-1","1-bit symphony [realia] / Tristan Perich.","7fbbe3bf-2b51-45e0-9a44-4cd75352a8a5",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""179.12287083161738487""""""""100""""100""","""autotest_location_code_948.9480516685669921""""1""""0""","autotest_code_101.00096193557475488",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10131",,"GOBI","","One-Time","","11/9/2023, 7:48 AM",,,,false,false,"Invalid reference","11/9/2023, 7:47 AM","","Open",true,,,,,,,,,"10131-1","Crossfire :","dc14408a-873c-47f2-93e4-01a25e86f07a",,,,,,,,"",,,"Purchase At Vendor System","Physical Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,,,,,false,false,,,,,20,6,,,"""""""percentage""",120,"USD","","""KU/CC/DI/A""""2""""0"" | ""E""""1""""0"" | ""KU/CC/DI/M""""3""""0""",,,,"","Instance, Holding, Item","book",,false,,,,false,,,,,
,"10120",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10120-1","REPRESENTATION OF WORKERS IN THE DIGITAL ERA : ORGANIZING A HETEROGENEOUS WORKFORCE",,,,,,"PALGRAVE MACMILLAN",,,"""undefined""""Personal name""","""9783031046520""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951860""""Vendor order reference number""","PQENL","137050",,,49.99,1,"""""""percentage""",49.99,"USD","""""""""""100%""""49.99""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10119",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10119-1","ELITE CAPTURE;HOW THE POWERFUL TOOK OVER IDENTITY POLITICS (AND EVERYTHING ELSE).",,,,,,"HAYMARKET BOOKS",,,"""OLUFMI O. TAIWO""""Personal name""","""9781642597141""""""""ISBN""","KMB/ts Rush please notify lacey.hudspeth@duke.edu","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"KMB",,false,,true,false,,"""99991948638""""Vendor order reference number""","PQEUA","99999-10",,,31.98,1,"""""""percentage""",31.98,"USD","""""""""""100%""""31.98""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10118",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10118-1","CREATIVE AGEING AND THE ARTS OF CARE : REFRAMING ACTIVE AGEING.",,,,,,"EMERALD GROUP PUBL",,,"""BROOKE, ELIZABETH""""Personal name""","""9781838674373""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953505""""Vendor order reference number""","PQENL","137050",,,125,1,"""""""percentage""",125,"USD","""""""""""100%""""125""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10117",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10117-1","SOCIAL CONTRACTS AND INFORMAL WORKERS IN THE GLOBAL SOUTH",,,,,,"EDWARD ELGAR",,,"""undefined""""Personal name""","""9781839108068""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951895""""Vendor order reference number""","PQE1U","137050",,,30,1,"""""""percentage""",30,"USD","""""""""""100%""""30""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10116",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10116-1","PARTICIPATION INCOME : AN ALTERNATIVE TO BASIC INCOME FOR POVERTY REDUCTION IN THE DIGITAL AGE.",,,,,,"EDWARD ELGAR",,,"""HIILAMO, HEIKKI""""Personal name""","""9781800880801""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951589""""Vendor order reference number""","PQE1U","137050",,,30,1,"""""""percentage""",30,"USD","""""""""""100%""""30""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10114",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10114-1","GROUNDINGS WITH MY BROTHERS",,,,,,"VERSO",,,"""RODNEY, WALTER""""Personal name""","""9781788731171""""""""ISBN""","HZM/im. order in addition to hard copy coming on approval plan","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991949839""""Vendor order reference number""","PQE1U","137050",,,44.95,1,"""""""percentage""",44.95,"USD","""""""""""100%""""44.95""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10112",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10112-1","AGAINST DECOLONISATION : TAKING AFRICAN AGENCY SERIOUSLY.",,,,,,"HURST & COMPANY",,,"""TAIWO, OLUFEMI""""Personal name""","""9781787388857""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991949681""""Vendor order reference number""","EBSUU","137050",,,31.33,1,"""""""percentage""",31.33,"USD","""""""Electronic""""100%""""31.33""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10115",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10115-1","CITIZEN AND PARIAH : SOMALI TRADERS AND THE REGULATION OF DIFFERENCE IN SOUTH AFRICA.",,,,,,"WITS UNIVERSITY PRESS",,,"""GASTROW, VANYA""""Personal name""","""9781776147410""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991951901""""Vendor order reference number""","CUPEA","137050",,,140,1,"""""""percentage""",140,"USD","""""""Electronic""""100%""""140""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10113",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10113-1","COMPUTATIONAL GEOMETRY WITH INDEPENDENT AND DEPENDENT UNCERTAINTIES.",,,,,,"WORLD SCIENTIFIC",,,"""GITIK, RIVKA""""Personal name""","""9789811253843""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953533""""Vendor order reference number""","EBSCA","137050",,,125,1,"""""""percentage""",125,"USD","""""""""""100%""""125""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10111",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10111-1","QUANTUM MATERIALS, DEVICES, AND APPLICATIONS",,,,,,"ELSEVIER",,,"""undefined""""Personal name""","""9780128209134""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953515""""Vendor order reference number""","PQENL","137050",,,450,1,"""""""percentage""",450,"USD","""""""""""100%""""450""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10110",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10110-1","DECOLONIAL MARXISM : ESSAYS FROM THE PAN-AFRICAN REVOLUTION.",,,,,,"VERSO",,,"""RODNEY, WALTER""""Personal name""","""9781839764141""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991950141""""Vendor order reference number""","PQE1U","137050",,,84.95,1,"""""""percentage""",84.95,"USD","""""""Electronic""""100%""""84.95""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10109",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10109-1","CITY LIFE IN AFRICA : ANTHROPOLOGICAL INSIGHTS.",,,,,,"ROUTLEDGE",,,"""WERTHMANN, KATJA""""Personal name""","""9781003143857""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991949812""""Vendor order reference number""","TAFUU","137050",,,180,1,"""""""percentage""",180,"USD","""""""Electronic""""100%""""180""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10108",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10108-1","AFRICA-CHINA-TAIWAN RELATIONS, 1949-2020",,,,,,"LEXINGTON BOOKS",,,"""undefined""""Personal name""","""9781793649676""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991950012""""Vendor order reference number""","EBSUU","137050",,,320,1,"""""""percentage""",320,"USD","""""""""""100%""""320""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10105",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10105-1","PAIN WE CARRY : HEALING FROM COMPLEX PTSD FOR PEOPLE OF COLOR.",,,,,,"NEW HARBINGER PUB",,,"""GUTIERREZ, NATALIE Y""""Personal name""","""9781684039326""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953504""""Vendor order reference number""","PQENL","137050",,,14.15,1,"""""""percentage""",14.15,"USD","""""""""""100%""""14.15""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10107",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10107-1","CENTERING HOPE AS A SUSTAINABLE DECOLONIAL PRACTICE : ESPERANZA EN PRACTICA.",,,,,,"LEXINGTON BOOKS",,,"""GONZALEZ-JUSTINIANO, YARA""""Personal name""","""9781793650900""""""""ISBN""","KMB/ts Rush please notify robyn.hendersonespinoza@duke.edu","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"KMB",,false,,true,false,,"""99991948653""""Vendor order reference number""","PQEUA","137050",,,252,1,"""""""percentage""",252,"USD","""""""""""100%""""252""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10106",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10106-1","45 CONVERSATIONS ABOUT BEHAVIORAL ECONOMICS : AN INTERDISCIPLINARY DISCUSSION CROSSING BUSINESS, PUBL",,,,,,"PALGRAVE MACMILLAN",,,"""LEE, LI WAY""""Personal name""","""9783031050466""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951670""""Vendor order reference number""","PQENL","137050",,,49.99,1,"""""""percentage""",49.99,"USD","""""""""""100%""""49.99""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10104",,"GOBI","","One-Time","","11/9/2023, 7:21 AM",,,,false,false,"Invalid reference","11/9/2023, 7:21 AM","","Open",true,,,,,,,,,"10104-1","RUSSIAN REVOLUTION : A VIEW FROM THE THIRD WORLD",,,,,,"VERSO",,,"""RODNEY, WALTER""""Personal name""","""9781786635327""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991951028""""Vendor order reference number""","PQE1U","137050",,,74.95,1,"""""""percentage""",74.95,"USD","""""""""""100%""""74.95""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10103",,"GOBI","","One-Time","","11/9/2023, 7:20 AM",,,,false,false,"Invalid reference","11/9/2023, 7:19 AM","","Open",true,,,,,,,,,"10103-1","Quiet time.",,,,,,,,,"",,,"Purchase At Vendor System","Electronic Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,,,,,false,false,,,,,,,25,1,"""""""percentage""",25,"USD","","""KU/CC/DI/A""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10094",,"autotest_code_510.750205208332832","","Ongoing","","11/9/2023, 6:35 AM",,,,false,false,"folio-aqa","11/9/2023, 6:32 AM","","Open",true,,false,false,,,,,,"10094-1","Autotest Tetle_201.2246693205244792","0bec7e87-b980-4452-b6a1-ebd6d2c21615",,,,,"","",,"","",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","900.4470879234207135",70,1,,,"""""""percentage""",70,"USD","""518.727127837254337""""""""70""""70""","""autotest_location_code_204.34470807729053455""""1""""0""","autotest_code_510.750205208332832",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10090",,"autotest_code_207.5242199821105623","","Ongoing","","11/9/2023, 6:32 AM",,,,false,false,"folio-aqa","11/9/2023, 6:31 AM","","Open",true,,false,false,,,,,,"10090-1","Agile Organisation, Risiko- und Change Management Harald Augustin (Hrsg.)","549fad9e-7f8e-4d8e-9a71-00d251817866",,,,,"Shaker Verlag","",,"""Augustin, Harald""""Personal name"" | ""Shaker Verlag GmbH""""Corporate name""","""9783844057430""""""""ISBN""",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","873.6467721292468767",100,1,,,"""""""percentage""",100,"USD","""383.3029724278617662""""""""100""""100""","""autotest_location_code_577.4529789618136155""""1""""0""","autotest_code_207.5242199821105623",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10088",,"autotest_code_861.9752655763152782","","Ongoing","","11/9/2023, 6:33 AM",,,,false,true,"folio-aqa","11/9/2023, 6:31 AM","","Open",true,,false,false,,,,,,"10088-1","Autotest Tetle_680.2618005065517811","c286e663-59e6-4ba4-a6db-c5699711ec72",,,,,,,,"","",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,2,,,"""""""percentage""",20,"USD","""675.474382532156912""""""""100%""""20""","""KU/CC/DI/M""""2""""0""","autotest_code_861.9752655763152782",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10086",,"autotest_code_881.651974487245273","","One-Time","","11/9/2023, 6:31 AM",,,,false,true,"Invalid reference","11/9/2023, 6:30 AM","","Open",false,,,,,,,,,"10086-2","autotest_po_line_name-689.9312944235995135","eb9bf016-9836-49fa-ad47-87c786f76a22",,,,,"","",,"","",,"Depository","Physical Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"PLN","""226.1770368976054393""""""""100%""""100""","""autotest_location_code_474.61680584958543401""""1""""0""","autotest_code_881.651974487245273",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10086",,"autotest_code_881.651974487245273","","One-Time","","11/9/2023, 6:31 AM",,,,false,true,"Invalid reference","11/9/2023, 6:30 AM","","Open",false,,,,,,,,,"10086-1","autotest_title_340.6307589857695779","f1f7a45f-899a-4adb-b97a-31a1203adc5b",,,,,"","",,"","",,"Depository","Physical Resource","11/09/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"EUR","""226.1770368976054393""""""""100%""""100""","""autotest_location_code_474.61680584958543401""""1""""0""","autotest_code_881.651974487245273",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10081",,"autotest_code_828.8758584938836389","","Ongoing","","11/9/2023, 6:28 AM",,,,false,true,"folio-aqa","11/9/2023, 6:28 AM","","Open",false,,false,false,,,,,,"10081-1","Autotest Tetle_201.2246693205244792","0bec7e87-b980-4452-b6a1-ebd6d2c21615",,,,,"","",,"","",,"Depository","Physical Resource","11/09/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""447.0458944977287389""""""""40""""40""","""autotest_location_code_200.50792157616274416""""1""""0""","autotest_code_828.8758584938836389",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10068",,"autotest_code_730.8393972091272309","","One-Time","","11/9/2023, 6:25 AM",,,,false,false,"folio-aqa","11/9/2023, 6:24 AM","","Open",true,,,,,,,,,"10068-1","Autotest Tetle_201.2246693205244792","0bec7e87-b980-4452-b6a1-ebd6d2c21615",,,,,"","",,"","",,"Depository","Physical Resource","11/09/2023",,"Receipt Not Required","Awaiting Payment","User",,,,,,false,false,,"","","401.02068895589355443",10,5,,,"""""""percentage""",50,"USD","","""autotest_location_code_803.3696175683729125""""5""""0""","autotest_code_730.8393972091272309",,,"","Instance, Holding, Item","book",,,,,,,,,,,
